nom,date,cumulative_confirmed_cases,nom_clean,new_cases,rt_proxy,cumulative_confirmed_deaths,days_since_first_case,rolling_7d_new_cases,days_since_last_case,population_density,population_density_was_missing,label_next_7d_onset,has_full_future_window
Nyankunde,2026-06-03,22.0,Nyankunde,0.0,1.5,1.0,16,12.0,1.0,100.872453475923,0,1,True
Oicha,2026-06-03,2.0,Oicha,0.0,,2.0,10,2.0,2.0,217.407676331775,0,0,True
Lita,2026-06-03,2.0,Lita,1.0,,0.0,6,1.0,6.0,228.628253664484,0,1,True
Miti Murhesa,2026-06-03,3.0,Miti Murhesa,0.0,,1.0,13,2.0,6.0,722.651452069188,0,1,True
Katwa,2026-06-03,7.0,Katwa,0.0,0.75,5.0,16,3.0,2.0,7809.37779884317,0,1,True
Kyondo,2026-06-03,1.0,Kyondo,0.0,,0.0,9,0.0,9.0,287.209696136707,0,1,True
Damas,2026-06-03,3.0,Damas,1.0,,0.0,8,3.0,1.0,53.1851080273012,0,0,True
Beni,2026-06-03,5.0,Beni,0.0,,3.0,6,3.0,2.0,583.694814150159,0,1,True
Komanda,2026-06-03,1.0,Komanda,0.0,,0.0,6,0.0,6.0,69.5013595444792,0,1,True
Goma,2026-06-03,1.0,Goma,0.0,,0.0,16,0.0,16.0,8413.39578071933,0,0,True
Nizi,2026-06-03,2.0,Nizi,0.0,0.0,0.0,13,0.0,12.0,671.566862038288,0,1,True
Mangala,2026-06-03,1.0,Mangala,0.0,,0.0,6,0.0,6.0,162.268440527417,0,1,True
Nyankunde,2026-06-04,22.0,Nyankunde,0.0,1.7142857142857142,1.0,17,12.0,2.0,100.872453475923,0,1,True
Bunia,2026-06-04,123.0,Bunia,26.0,3.3076923076923075,11.0,20,86.0,1.0,4336.1457340514,0,1,True
Lita,2026-06-04,3.0,Lita,1.0,,0.0,7,2.0,1.0,228.628253664484,0,1,True
Komanda,2026-06-04,3.0,Komanda,2.0,,0.0,7,2.0,7.0,69.5013595444792,0,0,True
Oicha,2026-06-04,2.0,Oicha,0.0,1.0,2.0,11,1.0,3.0,217.407676331775,0,0,True
Butembo,2026-06-04,4.0,Butembo,2.0,0.4,2.0,17,2.0,8.0,3648.62216219997,0,1,True
Mongbwalu,2026-06-04,64.0,Mongbwalu,17.0,4.0,21.0,21,44.0,7.0,49.26880991961,0,1,True
Bambu,2026-06-04,5.0,Bambu,3.0,2.5,2.0,15,5.0,7.0,293.755113499808,0,1,True
Gety,2026-06-04,1.0,Gety,0.0,,0.0,7,0.0,7.0,86.0299313935469,0,0,True
Miti Murhesa,2026-06-04,1.0,Miti Murhesa,0.0,,1.0,14,2.0,7.0,722.651452069188,0,1,True
Aungba,2026-06-04,1.0,Aungba,0.0,,0.0,7,0.0,7.0,171.063075277196,0,1,True
Beni,2026-06-04,5.0,Beni,0.0,,3.0,7,3.0,3.0,583.694814150159,0,1,True
Goma,2026-06-04,1.0,Goma,0.0,,0.0,17,0.0,17.0,8413.39578071933,0,0,True
Aru,2026-06-04,3.0,Aru,1.0,,1.0,13,2.0,7.0,339.239633491485,0,0,True
Kalunguta,2026-06-04,1.0,Kalunguta,0.0,0.0,1.0,11,0.0,8.0,217.291453102909,0,0,True
Logo,2026-06-04,2.0,Logo,1.0,,0.0,3,1.0,3.0,557.063799173426,0,0,True
Rwampara,2026-06-04,86.0,Rwampara,10.0,5.888888888888889,18.0,20,53.0,1.0,378.392262151519,0,1,True
Kyondo,2026-06-04,1.0,Kyondo,0.0,,0.0,10,0.0,10.0,287.209696136707,0,1,True
Katwa,2026-06-04,11.0,Katwa,4.0,1.75,7.0,17,7.0,3.0,7809.37779884317,0,1,True
Damas,2026-06-04,3.0,Damas,0.0,,0.0,9,3.0,1.0,53.1851080273012,0,0,True
Nizi,2026-06-04,5.0,Nizi,3.0,3.0,0.0,14,3.0,13.0,671.566862038288,0,1,True
Mambasa,2026-06-04,2.0,Mambasa,0.0,,1.0,9,2.0,3.0,9.38305119840287,0,0,True
Kilo,2026-06-04,3.0,Kilo,1.0,,1.0,14,2.0,7.0,107.546199583958,0,1,True
Rimba,2026-06-04,3.0,Rimba,0.0,,0.0,9,3.0,2.0,475.541098374732,0,0,True
Mangala,2026-06-04,1.0,Mangala,0.0,,0.0,7,0.0,7.0,162.268440527417,0,1,True
Butembo,2026-06-05,4.0,Butembo,0.0,0.5,2.0,18,2.0,1.0,3648.62216219997,0,1,True
Kilo,2026-06-05,4.0,Kilo,1.0,2.0,1.0,15,2.0,1.0,107.546199583958,0,0,True
Gety,2026-06-05,1.0,Gety,0.0,,0.0,8,0.0,8.0,86.0299313935469,0,0,True
Katwa,2026-06-05,11.0,Katwa,0.0,1.75,7.0,18,7.0,1.0,7809.37779884317,0,1,True
Damas,2026-06-05,3.0,Damas,0.0,2.0,0.0,10,2.0,2.0,53.1851080273012,0,0,True
Goma,2026-06-05,1.0,Goma,0.0,,0.0,18,0.0,18.0,8413.39578071933,0,0,True
Aru,2026-06-05,3.0,Aru,0.0,1.0,1.0,14,1.0,1.0,339.239633491485,0,0,True
Komanda,2026-06-05,3.0,Komanda,0.0,,0.0,8,2.0,1.0,69.5013595444792,0,0,True
Kalunguta,2026-06-05,1.0,Kalunguta,0.0,0.0,1.0,12,0.0,9.0,217.291453102909,0,0,True
Nizi,2026-06-05,5.0,Nizi,0.0,3.0,0.0,15,3.0,1.0,671.566862038288,0,1,True
Nyankunde,2026-06-05,24.0,Nyankunde,2.0,0.5,1.0,18,5.0,3.0,100.872453475923,0,1,True
Rwampara,2026-06-05,93.0,Rwampara,7.0,0.8235294117647058,19.0,21,28.0,1.0,378.392262151519,0,1,True
Kyondo,2026-06-05,1.0,Kyondo,0.0,,0.0,11,0.0,11.0,287.209696136707,0,1,True
Mambasa,2026-06-05,2.0,Mambasa,0.0,,1.0,10,2.0,4.0,9.38305119840287,0,0,True
Aungba,2026-06-05,1.0,Aungba,0.0,,0.0,8,0.0,8.0,171.063075277196,0,1,True
Beni,2026-06-05,5.0,Beni,0.0,,3.0,8,3.0,4.0,583.694814150159,0,1,True
Rimba,2026-06-05,3.0,Rimba,0.0,,0.0,10,3.0,3.0,475.541098374732,0,0,True
Bambu,2026-06-05,5.0,Bambu,0.0,0.75,2.0,16,3.0,1.0,293.755113499808,0,1,True
Miti Murhesa,2026-06-05,3.0,Miti Murhesa,2.0,1.0,1.0,15,2.0,8.0,722.651452069188,0,1,True
Mangala,2026-06-05,1.0,Mangala,0.0,,0.0,8,0.0,8.0,162.268440527417,0,1,True
Bunia,2026-06-05,138.0,Bunia,15.0,0.8923076923076924,14.0,21,58.0,1.0,4336.1457340514,0,1,True
Mongbwalu,2026-06-05,74.0,Mongbwalu,10.0,0.7297297297297297,21.0,22,27.0,1.0,49.26880991961,0,1,True
Logo,2026-06-05,2.0,Logo,0.0,,0.0,4,1.0,1.0,557.063799173426,0,0,True
Oicha,2026-06-05,2.0,Oicha,0.0,1.0,2.0,12,1.0,4.0,217.407676331775,0,0,True
Lita,2026-06-05,4.0,Lita,1.0,,0.0,8,3.0,1.0,228.628253664484,0,1,True
Nizi,2026-06-06,5.0,Nizi,0.0,,0.0,16,3.0,2.0,671.566862038288,0,1,True
Rwampara,2026-06-06,98.0,Rwampara,5.0,1.0,19.0,22,33.0,1.0,378.392262151519,0,1,True
Aungba,2026-06-06,1.0,Aungba,0.0,,0.0,9,0.0,9.0,171.063075277196,0,1,True
Oicha,2026-06-06,2.0,Oicha,0.0,1.0,2.0,13,1.0,5.0,217.407676331775,0,0,True
Logo,2026-06-06,2.0,Logo,0.0,,0.0,5,1.0,2.0,557.063799173426,0,0,True
Katwa,2026-06-06,11.0,Katwa,0.0,1.75,8.0,19,7.0,2.0,7809.37779884317,0,1,True
Mangala,2026-06-06,1.0,Mangala,0.0,,0.0,9,0.0,9.0,162.268440527417,0,1,True
Goma,2026-06-06,1.0,Goma,0.0,,0.0,19,0.0,19.0,8413.39578071933,0,0,True
Beni,2026-06-06,5.0,Beni,0.0,,3.0,9,3.0,5.0,583.694814150159,0,1,True
Kalunguta,2026-06-06,1.0,Kalunguta,0.0,0.0,1.0,13,0.0,10.0,217.291453102909,0,0,True
Kilo,2026-06-06,4.0,Kilo,0.0,2.0,1.0,16,2.0,1.0,107.546199583958,0,0,True
Butembo,2026-06-06,4.0,Butembo,0.0,0.5,2.0,19,2.0,2.0,3648.62216219997,0,1,True
Nyankunde,2026-06-06,24.0,Nyankunde,0.0,0.5,1.0,19,5.0,1.0,100.872453475923,0,1,True
Miti Murhesa,2026-06-06,3.0,Miti Murhesa,0.0,1.0,1.0,16,2.0,1.0,722.651452069188,0,1,True
Damas,2026-06-06,3.0,Damas,0.0,2.0,0.0,11,2.0,3.0,53.1851080273012,0,1,True
Komanda,2026-06-06,3.0,Komanda,0.0,,0.0,9,2.0,2.0,69.5013595444792,0,1,True
Kyondo,2026-06-06,1.0,Kyondo,0.0,,0.0,12,0.0,12.0,287.209696136707,0,1,True
Rimba,2026-06-06,3.0,Rimba,0.0,,0.0,11,3.0,4.0,475.541098374732,0,0,True
Mambasa,2026-06-06,2.0,Mambasa,0.0,,1.0,11,2.0,5.0,9.38305119840287,0,0,True
Gety,2026-06-06,1.0,Gety,0.0,,0.0,9,0.0,9.0,86.0299313935469,0,0,True
Bunia,2026-06-06,142.0,Bunia,4.0,1.087719298245614,14.0,22,62.0,1.0,4336.1457340514,0,1,True
Mongbwalu,2026-06-06,92.0,Mongbwalu,18.0,1.2162162162162162,25.0,23,45.0,1.0,49.26880991961,0,1,True
Aru,2026-06-06,3.0,Aru,0.0,1.0,1.0,15,1.0,2.0,339.239633491485,0,0,True
Lita,2026-06-06,4.0,Lita,0.0,,0.0,9,3.0,1.0,228.628253664484,0,1,True
Bambu,2026-06-06,5.0,Bambu,0.0,0.75,2.0,17,3.0,2.0,293.755113499808,0,1,True
Aru,2026-06-07,3.0,Aru,0.0,1.0,1.0,16,1.0,3.0,339.239633491485,0,0,True
Butembo,2026-06-07,4.0,Butembo,0.0,0.5,2.0,20,2.0,3.0,3648.62216219997,0,1,True
Nizi,2026-06-07,5.0,Nizi,0.0,,0.0,17,3.0,3.0,671.566862038288,0,1,True
Mangala,2026-06-07,1.0,Mangala,0.0,,0.0,10,0.0,10.0,162.268440527417,0,1,True
Rimba,2026-06-07,3.0,Rimba,0.0,,0.0,12,3.0,5.0,475.541098374732,0,0,True
Kalunguta,2026-06-07,1.0,Kalunguta,0.0,0.0,1.0,14,0.0,11.0,217.291453102909,0,0,True
Damas,2026-06-07,3.0,Damas,0.0,2.0,0.0,12,2.0,4.0,53.1851080273012,0,1,True
Katwa,2026-06-07,11.0,Katwa,0.0,1.75,8.0,20,7.0,3.0,7809.37779884317,0,1,True
Aungba,2026-06-07,1.0,Aungba,0.0,,0.0,10,0.0,10.0,171.063075277196,0,1,True
Kyondo,2026-06-07,1.0,Kyondo,0.0,,0.0,13,0.0,13.0,287.209696136707,0,1,True
Bambu,2026-06-07,5.0,Bambu,0.0,0.75,2.0,18,3.0,3.0,293.755113499808,0,1,True
Lita,2026-06-07,4.0,Lita,0.0,,0.0,10,3.0,2.0,228.628253664484,0,1,True
Nyankunde,2026-06-07,26.0,Nyankunde,2.0,0.7,1.0,20,7.0,2.0,100.872453475923,0,1,True
Gety,2026-06-07,1.0,Gety,0.0,,0.0,10,0.0,10.0,86.0299313935469,0,0,True
Mambasa,2026-06-07,2.0,Mambasa,0.0,,1.0,12,2.0,6.0,9.38305119840287,0,0,True
Komanda,2026-06-07,3.0,Komanda,0.0,,0.0,10,2.0,3.0,69.5013595444792,0,1,True
Miti Murhesa,2026-06-07,3.0,Miti Murhesa,0.0,1.0,1.0,17,2.0,2.0,722.651452069188,0,1,True
Goma,2026-06-07,1.0,Goma,0.0,,0.0,20,0.0,20.0,8413.39578071933,0,0,True
Kilo,2026-06-07,4.0,Kilo,0.0,2.0,1.0,17,2.0,2.0,107.546199583958,0,0,True
Rwampara,2026-06-07,111.0,Rwampara,13.0,1.393939393939394,20.0,23,46.0,1.0,378.392262151519,0,1,True
Beni,2026-06-07,9.0,Beni,4.0,,7.0,10,7.0,6.0,583.694814150159,0,1,True
Mongbwalu,2026-06-07,98.0,Mongbwalu,6.0,1.8214285714285716,29.0,24,51.0,1.0,49.26880991961,0,1,True
Logo,2026-06-07,2.0,Logo,0.0,,0.0,6,1.0,3.0,557.063799173426,0,0,True
Bunia,2026-06-07,152.0,Bunia,10.0,1.2857142857142858,15.0,23,72.0,1.0,4336.1457340514,0,1,True
Oicha,2026-06-07,2.0,Oicha,0.0,1.0,2.0,14,1.0,6.0,217.407676331775,0,0,True
Mambasa,2026-06-08,2.0,Mambasa,0.0,,1.0,13,2.0,7.0,9.38305119840287,0,0,True
Nizi,2026-06-08,5.0,Nizi,0.0,,0.0,18,3.0,4.0,671.566862038288,0,1,True
Kyondo,2026-06-08,1.0,Kyondo,0.0,,0.0,14,0.0,14.0,287.209696136707,0,1,True
Damas,2026-06-08,3.0,Damas,0.0,2.0,0.0,13,2.0,5.0,53.1851080273012,0,1,True
Mangala,2026-06-08,1.0,Mangala,0.0,,0.0,11,0.0,11.0,162.268440527417,0,1,True
Kalunguta,2026-06-08,1.0,Kalunguta,0.0,0.0,1.0,15,0.0,12.0,217.291453102909,0,0,True
Aungba,2026-06-08,2.0,Aungba,1.0,,1.0,11,1.0,11.0,171.063075277196,0,0,True
Rwampara,2026-06-08,122.0,Rwampara,11.0,1.7272727272727273,20.0,24,57.0,1.0,378.392262151519,0,1,True
Goma,2026-06-08,1.0,Goma,0.0,,0.0,21,0.0,21.0,8413.39578071933,0,0,True
Miti Murhesa,2026-06-08,1.0,Miti Murhesa,0.0,1.0,1.0,18,2.0,3.0,722.651452069188,0,1,True
Gety,2026-06-08,1.0,Gety,0.0,,0.0,11,0.0,11.0,86.0299313935469,0,0,True
Oicha,2026-06-08,2.0,Oicha,0.0,0.0,2.0,15,0.0,7.0,217.407676331775,0,0,True
Beni,2026-06-08,9.0,Beni,0.0,1.3333333333333333,7.0,11,4.0,1.0,583.694814150159,0,1,True
Bambu,2026-06-08,5.0,Bambu,0.0,1.5,2.0,19,3.0,4.0,293.755113499808,0,1,True
Komanda,2026-06-08,3.0,Komanda,0.0,,0.0,11,2.0,4.0,69.5013595444792,0,1,True
Mongbwalu,2026-06-08,114.0,Mongbwalu,16.0,2.392857142857143,40.0,25,67.0,1.0,49.26880991961,0,1,True
Katwa,2026-06-08,12.0,Katwa,1.0,1.6666666666666667,8.0,21,5.0,4.0,7809.37779884317,0,1,True
Bunia,2026-06-08,163.0,Bunia,11.0,1.4821428571428572,15.0,24,83.0,1.0,4336.1457340514,0,1,True
Lita,2026-06-08,4.0,Lita,0.0,,0.0,11,3.0,3.0,228.628253664484,0,1,True
Kilo,2026-06-08,4.0,Kilo,0.0,2.0,1.0,18,2.0,3.0,107.546199583958,0,0,True
Logo,2026-06-08,2.0,Logo,0.0,,0.0,7,1.0,4.0,557.063799173426,0,0,True
Nyankunde,2026-06-08,32.0,Nyankunde,6.0,1.3,1.0,21,13.0,1.0,100.872453475923,0,1,True
Aru,2026-06-08,3.0,Aru,0.0,1.0,1.0,17,1.0,4.0,339.239633491485,0,0,True
Butembo,2026-06-08,6.0,Butembo,2.0,2.0,4.0,21,4.0,4.0,3648.62216219997,0,1,True
Rimba,2026-06-08,3.0,Rimba,0.0,,0.0,13,3.0,6.0,475.541098374732,0,0,True
Kilo,2026-06-09,4.0,Kilo,0.0,2.0,1.0,19,2.0,4.0,107.546199583958,0,0,True
Goma,2026-06-09,1.0,Goma,0.0,,0.0,22,0.0,22.0,8413.39578071933,0,0,True
Mangala,2026-06-09,1.0,Mangala,0.0,,0.0,12,0.0,12.0,162.268440527417,0,1,True
Gety,2026-06-09,1.0,Gety,0.0,,0.0,12,0.0,12.0,86.0299313935469,0,0,True
Butembo,2026-06-09,6.0,Butembo,0.0,2.0,4.0,22,4.0,1.0,3648.62216219997,0,1,True
Kalunguta,2026-06-09,1.0,Kalunguta,0.0,0.0,1.0,16,0.0,13.0,217.291453102909,0,1,True
Bunia,2026-06-09,173.0,Bunia,10.0,1.4426229508196722,15.0,25,88.0,1.0,4336.1457340514,0,1,True
Rwampara,2026-06-09,133.0,Rwampara,11.0,1.525,25.0,25,61.0,1.0,378.392262151519,0,1,True
Logo,2026-06-09,2.0,Logo,0.0,,0.0,8,1.0,5.0,557.063799173426,0,0,True
Beni,2026-06-09,9.0,Beni,0.0,1.3333333333333333,7.0,12,4.0,2.0,583.694814150159,0,1,True
Komanda,2026-06-09,3.0,Komanda,0.0,,0.0,12,2.0,5.0,69.5013595444792,0,1,True
Damas,2026-06-09,3.0,Damas,0.0,0.5,0.0,14,1.0,6.0,53.1851080273012,0,1,True
Rimba,2026-06-09,3.0,Rimba,0.0,,0.0,14,3.0,7.0,475.541098374732,0,0,True
Lita,2026-06-09,5.0,Lita,1.0,,0.0,12,4.0,4.0,228.628253664484,0,1,True
Mongbwalu,2026-06-09,127.0,Mongbwalu,13.0,2.857142857142857,47.0,26,80.0,1.0,49.26880991961,0,1,True
Mambasa,2026-06-09,2.0,Mambasa,0.0,0.0,1.0,14,0.0,8.0,9.38305119840287,0,0,True
Kyondo,2026-06-09,1.0,Kyondo,0.0,,0.0,15,0.0,15.0,287.209696136707,0,1,True
Katwa,2026-06-09,12.0,Katwa,0.0,1.6666666666666667,8.0,22,5.0,1.0,7809.37779884317,0,1,True
Bambu,2026-06-09,5.0,Bambu,0.0,1.5,2.0,20,3.0,5.0,293.755113499808,0,1,True
Nyankunde,2026-06-09,32.0,Nyankunde,0.0,0.7692307692307693,1.0,22,10.0,1.0,100.872453475923,0,1,True
Miti Murhesa,2026-06-09,3.0,Miti Murhesa,2.0,2.0,1.0,19,4.0,4.0,722.651452069188,0,0,True
Nizi,2026-06-09,5.0,Nizi,0.0,,0.0,19,3.0,5.0,671.566862038288,0,1,True
Tchomia,2026-06-09,2.0,Tchomia,0.0,,0.0,0,0.0,0.0,228.779480612625,0,1,True
Oicha,2026-06-09,2.0,Oicha,0.0,0.0,2.0,16,0.0,8.0,217.407676331775,0,1,True
Aru,2026-06-09,3.0,Aru,0.0,1.0,1.0,18,1.0,5.0,339.239633491485,0,0,True
Aungba,2026-06-09,2.0,Aungba,0.0,,1.0,12,1.0,1.0,171.063075277196,0,0,True
Kilo,2026-06-10,4.0,Kilo,0.0,2.0,1.0,20,2.0,5.0,107.546199583958,0,1,True
Nyankunde,2026-06-10,33.0,Nyankunde,1.0,0.9166666666666666,1.0,23,11.0,2.0,100.872453475923,0,1,True
Masereka,2026-06-10,1.0,Masereka,0.0,,0.0,0,0.0,0.0,859.910963009083,0,0,True
Tchomia,2026-06-10,2.0,Tchomia,0.0,,0.0,1,0.0,1.0,228.779480612625,0,1,True
Aungba,2026-06-10,2.0,Aungba,0.0,,1.0,13,1.0,2.0,171.063075277196,0,1,True
Goma,2026-06-10,1.0,Goma,0.0,,0.0,23,0.0,23.0,8413.39578071933,0,0,True
Gety,2026-06-10,1.0,Gety,0.0,,0.0,13,0.0,13.0,86.0299313935469,0,0,True
Rwampara,2026-06-10,137.0,Rwampara,4.0,1.4186046511627908,25.0,26,61.0,1.0,378.392262151519,0,1,True
Lita,2026-06-10,6.0,Lita,1.0,4.0,0.0,13,4.0,1.0,228.628253664484,0,1,True
Vuhovi,2026-06-10,1.0,Vuhovi,0.0,,1.0,0,0.0,0.0,380.412706373374,0,0,True
Nizi,2026-06-10,7.0,Nizi,2.0,,0.0,20,5.0,6.0,671.566862038288,0,1,True
Mambasa,2026-06-10,2.0,Mambasa,0.0,0.0,1.0,15,0.0,9.0,9.38305119840287,0,0,True
Kambala,2026-06-10,1.0,Kambala,0.0,,1.0,0,0.0,0.0,113.635589703185,0,0,True
Bambu,2026-06-10,7.0,Bambu,2.0,2.5,2.0,21,5.0,6.0,293.755113499808,0,1,True
Oicha,2026-06-10,2.0,Oicha,0.0,0.0,2.0,17,0.0,9.0,217.407676331775,0,1,True
Katwa,2026-06-10,18.0,Katwa,6.0,3.6666666666666665,10.0,23,11.0,2.0,7809.37779884317,0,1,True
Kyondo,2026-06-10,2.0,Kyondo,1.0,,0.0,16,1.0,16.0,287.209696136707,0,0,True
Aru,2026-06-10,3.0,Aru,0.0,1.0,1.0,19,1.0,6.0,339.239633491485,0,0,True
Komanda,2026-06-10,3.0,Komanda,0.0,,0.0,13,2.0,6.0,69.5013595444792,0,1,True
Rimba,2026-06-10,3.0,Rimba,0.0,0.0,0.0,15,0.0,8.0,475.541098374732,0,0,True
Mongbwalu,2026-06-10,132.0,Mongbwalu,5.0,3.1481481481481484,49.0,27,85.0,1.0,49.26880991961,0,1,True
Bunia,2026-06-10,185.0,Bunia,12.0,1.4426229508196722,17.0,26,88.0,1.0,4336.1457340514,0,1,True
Logo,2026-06-10,2.0,Logo,0.0,,0.0,9,1.0,6.0,557.063799173426,0,0,True
Mangala,2026-06-10,2.0,Mangala,1.0,,0.0,13,1.0,13.0,162.268440527417,0,1,True
Kalunguta,2026-06-10,1.0,Kalunguta,0.0,0.0,1.0,17,0.0,14.0,217.291453102909,0,1,True
Miti Murhesa,2026-06-10,3.0,Miti Murhesa,0.0,2.0,1.0,20,4.0,1.0,722.651452069188,0,0,True
Beni,2026-06-10,9.0,Beni,0.0,1.3333333333333333,7.0,13,4.0,3.0,583.694814150159,0,1,True
Damas,2026-06-10,3.0,Damas,0.0,0.0,0.0,15,0.0,7.0,53.1851080273012,0,1,True
Butembo,2026-06-10,9.0,Butembo,3.0,3.5,5.0,23,7.0,2.0,3648.62216219997,0,1,True
Kyondo,2026-06-11,2.0,Kyondo,0.0,,2.0,17,1.0,1.0,287.209696136707,0,0,True
Gety,2026-06-11,1.0,Gety,0.0,,0.0,14,0.0,14.0,86.0299313935469,0,0,True
Miti Murhesa,2026-06-11,3.0,Miti Murhesa,0.0,2.0,1.0,21,4.0,2.0,722.651452069188,0,0,True
Komanda,2026-06-11,3.0,Komanda,0.0,0.0,0.0,14,0.0,7.0,69.5013595444792,0,1,True
Mongbwalu,2026-06-11,136.0,Mongbwalu,4.0,1.6363636363636365,52.0,28,72.0,1.0,49.26880991961,0,1,True
Nyankunde,2026-06-11,33.0,Nyankunde,0.0,0.9166666666666666,1.0,24,11.0,1.0,100.872453475923,0,1,True
Kilo,2026-06-11,4.0,Kilo,0.0,0.5,1.0,21,1.0,6.0,107.546199583958,0,1,True
Goma,2026-06-11,1.0,Goma,0.0,,1.0,24,0.0,24.0,8413.39578071933,0,0,True
Rwampara,2026-06-11,142.0,Rwampara,5.0,1.0566037735849056,26.0,27,56.0,1.0,378.392262151519,0,1,True
Nizi,2026-06-11,9.0,Nizi,2.0,1.3333333333333333,1.0,21,4.0,1.0,671.566862038288,0,1,True
Lita,2026-06-11,6.0,Lita,0.0,1.5,0.0,14,3.0,1.0,228.628253664484,0,1,True
Mangala,2026-06-11,2.0,Mangala,0.0,,0.0,14,1.0,1.0,162.268440527417,0,1,True
Kalunguta,2026-06-11,1.0,Kalunguta,0.0,,1.0,18,0.0,15.0,217.291453102909,0,1,True
Logo,2026-06-11,2.0,Logo,0.0,0.0,0.0,10,0.0,7.0,557.063799173426,0,0,True
Rimba,2026-06-11,3.0,Rimba,0.0,0.0,0.0,16,0.0,9.0,475.541098374732,0,0,True
Aru,2026-06-11,3.0,Aru,0.0,0.0,1.0,20,0.0,7.0,339.239633491485,0,0,True
Katwa,2026-06-11,16.0,Katwa,0.0,1.0,9.0,24,7.0,1.0,7809.37779884317,0,1,True
Oicha,2026-06-11,2.0,Oicha,0.0,0.0,2.0,18,0.0,10.0,217.407676331775,0,1,True
Kambala,2026-06-11,1.0,Kambala,0.0,,1.0,1,0.0,1.0,113.635589703185,0,0,True
Masereka,2026-06-11,1.0,Masereka,0.0,,1.0,1,0.0,1.0,859.910963009083,0,0,True
Mambasa,2026-06-11,2.0,Mambasa,0.0,0.0,1.0,16,0.0,10.0,9.38305119840287,0,0,True
Aungba,2026-06-11,2.0,Aungba,0.0,,1.0,14,1.0,3.0,171.063075277196,0,1,True
Bambu,2026-06-11,7.0,Bambu,0.0,0.4,2.0,22,2.0,1.0,293.755113499808,0,1,True
Damas,2026-06-11,3.0,Damas,0.0,0.0,0.0,16,0.0,8.0,53.1851080273012,0,1,True
Beni,2026-06-11,9.0,Beni,0.0,1.3333333333333333,5.0,14,4.0,4.0,583.694814150159,0,1,True
Vuhovi,2026-06-11,1.0,Vuhovi,0.0,,1.0,1,0.0,1.0,380.412706373374,0,0,True
Bunia,2026-06-11,191.0,Bunia,6.0,0.7906976744186046,17.0,27,68.0,1.0,4336.1457340514,0,1,True
Butembo,2026-06-11,7.0,Butembo,0.0,2.5,5.0,24,5.0,1.0,3648.62216219997,0,1,True
Tchomia,2026-06-11,2.0,Tchomia,0.0,,0.0,2,0.0,2.0,228.779480612625,0,1,True
Aru,2026-06-13,3.0,Aru,0.0,0.0,1.0,22,0.0,9.0,339.239633491485,0,0,True
Komanda,2026-06-13,6.0,Komanda,3.0,1.5,0.0,16,3.0,9.0,69.5013595444792,0,1,True
Gety,2026-06-13,1.0,Gety,0.0,,0.0,16,0.0,16.0,86.0299313935469,0,0,True
Mambasa,2026-06-13,2.0,Mambasa,0.0,0.0,1.0,18,0.0,12.0,9.38305119840287,0,0,True
Oicha,2026-06-13,2.0,Oicha,0.0,0.0,2.0,20,0.0,12.0,217.407676331775,0,1,True
Rwampara,2026-06-13,149.0,Rwampara,7.0,2.0,27.0,29,56.0,2.0,378.392262151519,0,1,True
Lita,2026-06-13,6.0,Lita,0.0,0.6666666666666666,0.0,16,2.0,3.0,228.628253664484,0,1,True
Nia Nia,2026-06-13,1.0,Nia Nia,0.0,,1.0,0,0.0,0.0,12.2620174888054,0,0,True
Bambu,2026-06-13,7.0,Bambu,0.0,0.6666666666666666,2.0,24,2.0,3.0,293.755113499808,0,1,True
Bunia,2026-06-13,212.0,Bunia,21.0,1.2758620689655171,20.0,29,74.0,2.0,4336.1457340514,0,1,True
Beni,2026-06-13,14.0,Beni,5.0,3.0,10.0,16,9.0,6.0,583.694814150159,0,1,True
Kyondo,2026-06-13,2.0,Kyondo,0.0,,1.0,19,1.0,3.0,287.209696136707,0,0,True
Nyankunde,2026-06-13,38.0,Nyankunde,5.0,2.8,4.0,26,14.0,3.0,100.872453475923,0,1,True
Masereka,2026-06-13,1.0,Masereka,0.0,,0.0,3,0.0,3.0,859.910963009083,0,0,True
Miti Murhesa,2026-06-13,3.0,Miti Murhesa,0.0,1.0,1.0,23,2.0,4.0,722.651452069188,0,0,True
Mongbwalu,2026-06-13,164.0,Mongbwalu,28.0,3.333333333333333,73.0,30,90.0,2.0,49.26880991961,0,1,True
Rimba,2026-06-13,3.0,Rimba,0.0,0.0,0.0,18,0.0,11.0,475.541098374732,0,0,True
Aungba,2026-06-13,2.0,Aungba,0.0,,1.0,16,1.0,5.0,171.063075277196,0,1,True
Tchomia,2026-06-13,2.0,Tchomia,0.0,,0.0,4,0.0,4.0,228.779480612625,0,1,True
Kalunguta,2026-06-13,1.0,Kalunguta,0.0,,1.0,20,0.0,17.0,217.291453102909,0,1,True
Mabalako,2026-06-13,1.0,Mabalako,0.0,,0.0,0,0.0,0.0,224.427753196912,0,0,True
Katwa,2026-06-13,21.0,Katwa,5.0,1.7142857142857142,12.0,26,12.0,3.0,7809.37779884317,0,1,True
Kilo,2026-06-13,4.0,Kilo,0.0,0.0,1.0,23,0.0,8.0,107.546199583958,0,1,True
Vuhovi,2026-06-13,1.0,Vuhovi,0.0,,1.0,3,0.0,3.0,380.412706373374,0,0,True
Kambala,2026-06-13,1.0,Kambala,0.0,,1.0,3,0.0,3.0,113.635589703185,0,0,True
