nom,date,cumulative_confirmed_cases
Kyondo,2026-06-29,3
Goma,2026-06-29,1
Masereka,2026-06-29,1
Vuhovi,2026-06-29,1
Mabalako,2026-06-29,1
Musienene,2026-06-29,3
Miti Murhesa,2026-06-29,3
NA,2026-06-29,17
Bunia,2026-06-30,387
Rwampara,2026-06-30,301
Mongbwalu,2026-06-30,264
Nyankunde,2026-06-30,95
Nizi,2026-06-30,61
Lita,2026-06-30,29
Komanda,2026-06-30,18
Bambu,2026-06-30,16
Kilo,2026-06-30,9
Mangala,2026-06-30,24
Tchomia,2026-06-30,14
Damas,2026-06-30,5
Aungba,2026-06-30,6
Rimba,2026-06-30,3
Aru,2026-06-30,3
Mambasa,2026-06-30,2
Logo,2026-06-30,7
Drodro,2026-06-30,3
Gety,2026-06-30,1
Kambala,2026-06-30,2
Nia Nia,2026-06-30,12
Fataki,2026-06-30,1
Mandima,2026-06-30,2
Lolwa,2026-06-30,1
Butembo,2026-06-30,34
Katwa,2026-06-30,47
Beni,2026-06-30,24
Oicha,2026-06-30,3
Kalunguta,2026-06-30,2
Kyondo,2026-06-30,3
Goma,2026-06-30,1
Masereka,2026-06-30,1
Vuhovi,2026-06-30,1
Mabalako,2026-06-30,1
Musienene,2026-06-30,3
Miti Murhesa,2026-06-30,3
NA,2026-06-30,17
Bunia,2026-07-01,416
Rwampara,2026-07-01,308
Mongbwalu,2026-07-01,270
Nyankunde,2026-07-01,95
Nizi,2026-07-01,65
Lita,2026-07-01,32
Komanda,2026-07-01,19
Bambu,2026-07-01,16
Kilo,2026-07-01,9
Mangala,2026-07-01,24
Tchomia,2026-07-01,14
Damas,2026-07-01,5
Aungba,2026-07-01,6
Rimba,2026-07-01,3
Aru,2026-07-01,3
Mambasa,2026-07-01,2
Logo,2026-07-01,7
Drodro,2026-07-01,3
Gety,2026-07-01,1
Kambala,2026-07-01,2
Nia Nia,2026-07-01,12
Fataki,2026-07-01,1
Mandima,2026-07-01,2
Lolwa,2026-07-01,1
Butembo,2026-07-01,34
Katwa,2026-07-01,49
Beni,2026-07-01,26
Oicha,2026-07-01,3
Kalunguta,2026-07-01,2
Kyondo,2026-07-01,3
Goma,2026-07-01,1
Masereka,2026-07-01,1
Vuhovi,2026-07-01,1
Mabalako,2026-07-01,1
Musienene,2026-07-01,3
Miti Murhesa,2026-07-01,3
NA,2026-07-01,17
Bunia,2026-07-02,426
Rwampara,2026-07-02,322
Mongbwalu,2026-07-02,273
Nyankunde,2026-07-02,95
Nizi,2026-07-02,65
Lita,2026-07-02,33
Komanda,2026-07-02,19
Bambu,2026-07-02,18
Kilo,2026-07-02,9
Mangala,2026-07-02,24
Tchomia,2026-07-02,15
Damas,2026-07-02,5
Aungba,2026-07-02,6
Rimba,2026-07-02,3
Aru,2026-07-02,3
Mambasa,2026-07-02,2
Logo,2026-07-02,7
Drodro,2026-07-02,3
Gety,2026-07-02,1
Kambala,2026-07-02,2
Nia Nia,2026-07-02,12
Fataki,2026-07-02,1
Mandima,2026-07-02,4
Lolwa,2026-07-02,1
Butembo,2026-07-02,38
Katwa,2026-07-02,51
Beni,2026-07-02,28
Oicha,2026-07-02,3
Kalunguta,2026-07-02,2
Kyondo,2026-07-02,3
Goma,2026-07-02,2
Masereka,2026-07-02,1
Vuhovi,2026-07-02,1
Mabalako,2026-07-02,1
Musienene,2026-07-02,3
Miti Murhesa,2026-07-02,3
NA,2026-07-02,17
Bunia,2026-07-03,431
Rwampara,2026-07-03,333
Mongbwalu,2026-07-03,276
Nyankunde,2026-07-03,95
Nizi,2026-07-03,65
Lita,2026-07-03,33
Komanda,2026-07-03,19
Bambu,2026-07-03,18
Kilo,2026-07-03,9
Mangala,2026-07-03,26
Tchomia,2026-07-03,15
Damas,2026-07-03,5
Aungba,2026-07-03,6
Rimba,2026-07-03,3
Aru,2026-07-03,3
Mambasa,2026-07-03,2
Logo,2026-07-03,7
Drodro,2026-07-03,3
Gety,2026-07-03,1
Kambala,2026-07-03,2
Nia Nia,2026-07-03,12
Fataki,2026-07-03,1
Mandima,2026-07-03,4
Lolwa,2026-07-03,1
Butembo,2026-07-03,40
Katwa,2026-07-03,51
Beni,2026-07-03,29
Oicha,2026-07-03,3
Kalunguta,2026-07-03,2
Kyondo,2026-07-03,4
Goma,2026-07-03,1
Masereka,2026-07-03,2
Vuhovi,2026-07-03,1
Mabalako,2026-07-03,1
Musienene,2026-07-03,4
Miti Murhesa,2026-07-03,3
NA,2026-07-03,17
Bunia,2026-07-04,438
Rwampara,2026-07-04,344
Mongbwalu,2026-07-04,278
Nyankunde,2026-07-04,95
Nizi,2026-07-04,72
Lita,2026-07-04,33
Komanda,2026-07-04,22
Bambu,2026-07-04,18
Kilo,2026-07-04,9
Mangala,2026-07-04,26
Tchomia,2026-07-04,15
Damas,2026-07-04,5
Aungba,2026-07-04,6
Rimba,2026-07-04,3
Aru,2026-07-04,3
Mambasa,2026-07-04,2
Logo,2026-07-04,7
Drodro,2026-07-04,3
Gety,2026-07-04,1
Kambala,2026-07-04,2
Nia Nia,2026-07-04,12
Fataki,2026-07-04,1
Mandima,2026-07-04,4
Lolwa,2026-07-04,1
Butembo,2026-07-04,40
Katwa,2026-07-04,52
Beni,2026-07-04,29
Oicha,2026-07-04,3
Kalunguta,2026-07-04,2
Kyondo,2026-07-04,4
Goma,2026-07-04,1
Masereka,2026-07-04,2
Vuhovi,2026-07-04,1
Mabalako,2026-07-04,1
Musienene,2026-07-04,6
Miti Murhesa,2026-07-04,3
NA,2026-07-04,17
Bunia,2026-07-05,452
Rwampara,2026-07-05,349
Mongbwalu,2026-07-05,288
Nyankunde,2026-07-05,96
Nizi,2026-07-05,78
Lita,2026-07-05,33
Komanda,2026-07-05,22
Bambu,2026-07-05,25
Kilo,2026-07-05,9
Mangala,2026-07-05,33
Tchomia,2026-07-05,15
Damas,2026-07-05,5
Aungba,2026-07-05,6
Rimba,2026-07-05,4
Aru,2026-07-05,3
Mambasa,2026-07-05,2
Logo,2026-07-05,7
Drodro,2026-07-05,3
Gety,2026-07-05,1
Kambala,2026-07-05,2
Nia Nia,2026-07-05,20
Fataki,2026-07-05,2
Mandima,2026-07-05,4
Lolwa,2026-07-05,1
Butembo,2026-07-05,40
Katwa,2026-07-05,52
Beni,2026-07-05,29
Oicha,2026-07-05,3
Kalunguta,2026-07-05,2
Kyondo,2026-07-05,4
Goma,2026-07-05,1
Masereka,2026-07-05,3
Vuhovi,2026-07-05,1
Mabalako,2026-07-05,1
Musienene,2026-07-05,8
Miti Murhesa,2026-07-05,3
NA,2026-07-05,17
Bunia,2026-07-06,472
Rwampara,2026-07-06,357
Mongbwalu,2026-07-06,298
Nyankunde,2026-07-06,96
Nizi,2026-07-06,84
Lita,2026-07-06,40
Komanda,2026-07-06,23
Bambu,2026-07-06,28
Kilo,2026-07-06,9
Mangala,2026-07-06,39
Tchomia,2026-07-06,15
Damas,2026-07-06,5
Aungba,2026-07-06,6
Rimba,2026-07-06,4
Aru,2026-07-06,3
Mambasa,2026-07-06,4
Logo,2026-07-06,7
Drodro,2026-07-06,3
Gety,2026-07-06,1
Kambala,2026-07-06,2
Nia Nia,2026-07-06,33
Fataki,2026-07-06,3
Mandima,2026-07-06,5
Lolwa,2026-07-06,1
Boga,2026-07-06,1
Butembo,2026-07-06,41
Katwa,2026-07-06,56
Beni,2026-07-06,29
Oicha,2026-07-06,3
Kalunguta,2026-07-06,2
Kyondo,2026-07-06,4
Goma,2026-07-06,1
Masereka,2026-07-06,3
Vuhovi,2026-07-06,1
Mabalako,2026-07-06,1
Musienene,2026-07-06,8
Miti Murhesa,2026-07-06,3
NA,2026-07-06,17
Bunia,2026-07-07,483
Rwampara,2026-07-07,364
Mongbwalu,2026-07-07,310
Nyankunde,2026-07-07,97
Nizi,2026-07-07,94
Lita,2026-07-07,40
Komanda,2026-07-07,23
Bambu,2026-07-07,28
Kilo,2026-07-07,9
Mangala,2026-07-07,40
Tchomia,2026-07-07,15
Damas,2026-07-07,5
Aungba,2026-07-07,6
Rimba,2026-07-07,4
Aru,2026-07-07,3
Mambasa,2026-07-07,4
Logo,2026-07-07,7
Drodro,2026-07-07,3
Gety,2026-07-07,1
Kambala,2026-07-07,2
Nia Nia,2026-07-07,35
Fataki,2026-07-07,4
Mandima,2026-07-07,5
Lolwa,2026-07-07,1
Boga,2026-07-07,1
Butembo,2026-07-07,42
Katwa,2026-07-07,61
Beni,2026-07-07,29
Oicha,2026-07-07,3
Kalunguta,2026-07-07,2
Kyondo,2026-07-07,4
Goma,2026-07-07,1
Masereka,2026-07-07,3
Vuhovi,2026-07-07,1
Mabalako,2026-07-07,1
Musienene,2026-07-07,8
Miti Murhesa,2026-07-07,3
NA,2026-07-07,17
Bunia,2026-07-08,487
Rwampara,2026-07-08,370
Mongbwalu,2026-07-08,315
Nyankunde,2026-07-08,97
Nizi,2026-07-08,104
Lita,2026-07-08,41
Komanda,2026-07-08,23
Bambu,2026-07-08,29
Kilo,2026-07-08,9
Mangala,2026-07-08,43
Tchomia,2026-07-08,15
Damas,2026-07-08,5
Aungba,2026-07-08,6
Rimba,2026-07-08,4
Aru,2026-07-08,3
Mambasa,2026-07-08,4
Logo,2026-07-08,7
Drodro,2026-07-08,3
Gety,2026-07-08,1
Kambala,2026-07-08,2
Nia Nia,2026-07-08,35
Fataki,2026-07-08,4
Mandima,2026-07-08,5
Lolwa,2026-07-08,1
Boga,2026-07-08,1
Butembo,2026-07-08,42
Katwa,2026-07-08,61
Beni,2026-07-08,29
Oicha,2026-07-08,3
Kalunguta,2026-07-08,2
Kyondo,2026-07-08,4
Goma,2026-07-08,1
Masereka,2026-07-08,3
Vuhovi,2026-07-08,1
Mabalako,2026-07-08,1
Musienene,2026-07-08,8
Miti Murhesa,2026-07-08,3
NA,2026-07-08,17
Bunia,2026-07-09,495
Rwampara,2026-07-09,373
Mongbwalu,2026-07-09,327
Nyankunde,2026-07-09,97
Nizi,2026-07-09,107
Lita,2026-07-09,42
Komanda,2026-07-09,25
Bambu,2026-07-09,29
Kilo,2026-07-09,9
Mangala,2026-07-09,43
Tchomia,2026-07-09,17
Damas,2026-07-09,5
Aungba,2026-07-09,6
Rimba,2026-07-09,4
Aru,2026-07-09,3
Mambasa,2026-07-09,5
Logo,2026-07-09,7
Drodro,2026-07-09,3
Gety,2026-07-09,1
Kambala,2026-07-09,2
Nia Nia,2026-07-09,35
Fataki,2026-07-09,4
Mandima,2026-07-09,5
Lolwa,2026-07-09,1
Boga,2026-07-09,1
Butembo,2026-07-09,43
Katwa,2026-07-09,66
Beni,2026-07-09,30
Oicha,2026-07-09,3
Kalunguta,2026-07-09,2
Kyondo,2026-07-09,5
Goma,2026-07-09,1
Masereka,2026-07-09,3
Vuhovi,2026-07-09,1
Mabalako,2026-07-09,1
Musienene,2026-07-09,9
Miti Murhesa,2026-07-09,3
NA,2026-07-09,17
Bunia,2026-07-10,503
Rwampara,2026-07-10,384
Mongbwalu,2026-07-10,329
Nyankunde,2026-07-10,97
Nizi,2026-07-10,110
Lita,2026-07-10,45
Komanda,2026-07-10,25
Bambu,2026-07-10,31
Kilo,2026-07-10,9
Mangala,2026-07-10,50
Tchomia,2026-07-10,19
Damas,2026-07-10,5
Aungba,2026-07-10,6
Rimba,2026-07-10,4
Aru,2026-07-10,3
Mambasa,2026-07-10,5
Logo,2026-07-10,7
Drodro,2026-07-10,4
Gety,2026-07-10,1
Kambala,2026-07-10,2
Nia Nia,2026-07-10,35
Fataki,2026-07-10,4
Mandima,2026-07-10,8
Lolwa,2026-07-10,1
Boga,2026-07-10,1
Butembo,2026-07-10,43
Katwa,2026-07-10,67
Beni,2026-07-10,30
Oicha,2026-07-10,3
Kalunguta,2026-07-10,2
Kyondo,2026-07-10,5
Goma,2026-07-10,1
Masereka,2026-07-10,3
Vuhovi,2026-07-10,1
Mabalako,2026-07-10,1
Musienene,2026-07-10,9
Miti Murhesa,2026-07-10,3
Wamba,2026-07-10,1
Makiso Kisangani,2026-07-10,2
Mangobo,2026-07-10,1
Lubunga (Tshopo),2026-07-10,1
NA,2026-07-10,17
Bunia,2026-07-11,507
Rwampara,2026-07-11,393
Mongbwalu,2026-07-11,336
Nyankunde,2026-07-11,99
Nizi,2026-07-11,121
Lita,2026-07-11,48
Komanda,2026-07-11,27
Bambu,2026-07-11,31
Kilo,2026-07-11,9
Mangala,2026-07-11,50
Tchomia,2026-07-11,19
Damas,2026-07-11,5
Aungba,2026-07-11,6
Rumba,2026-07-11,4
Aru,2026-07-11,3
Mambasa,2026-07-11,5
Logo,2026-07-11,7
Drodro,2026-07-11,4
Gety,2026-07-11,1
Kambala,2026-07-11,2
Nia-Nia,2026-07-11,36
Fataki,2026-07-11,4
Mandima,2026-07-11,8
Lolwa,2026-07-11,1
Boga,2026-07-11,1
Ariwara,2026-07-11,1
Butembo,2026-07-11,44
Katwa,2026-07-11,71
Beni,2026-07-11,30
Oicha,2026-07-11,3
Kalunguta,2026-07-11,2
Kyondo,2026-07-11,7
Goma,2026-07-11,1
Masereka,2026-07-11,3
Vuhovi,2026-07-11,1
Mabalako,2026-07-11,1
Musienene,2026-07-11,10
Miti-Murhesa,2026-07-11,3
Wamba,2026-07-11,1
Makiso Kisangani,2026-07-11,2
Mangobo,2026-07-11,1
Lubunga (Tshopo),2026-07-11,1
NA,2026-07-11,17
Bunia,2026-07-13,534
Rwampara,2026-07-13,405
Mongbwalu,2026-07-13,336
Nizi,2026-07-13,131
Nyankunde,2026-07-13,99
Mangala,2026-07-13,50
Lita,2026-07-13,59
Nia-Nia,2026-07-13,36
Bambu,2026-07-13,31
Komanda,2026-07-13,27
Tchomia,2026-07-13,19
Kilo,2026-07-13,9
Mandima,2026-07-13,8
Logo,2026-07-13,7
Aungba,2026-07-13,6
Damas,2026-07-13,5
Mambasa,2026-07-13,5
Rimba,2026-07-13,4
Fataki,2026-07-13,5
Drodro,2026-07-13,5
Aru,2026-07-13,3
Kambala,2026-07-13,2
Gety,2026-07-13,1
Lolwa,2026-07-13,2
Boga,2026-07-13,1
Ariwara,2026-07-13,1
Katwa,2026-07-13,76
Butembo,2026-07-13,46
Beni,2026-07-13,31
Musienene,2026-07-13,11
Kyondo,2026-07-13,7
Kalunguta,2026-07-13,2
Masereka,2026-07-13,3
Oicha,2026-07-13,3
Goma,2026-07-13,1
Vuhovi,2026-07-13,1
Mabalako,2026-07-13,1
Miti-Murhesa,2026-07-13,3
Wamba,2026-07-13,8
Pawa,2026-07-13,3
Boma Mangbetu,2026-07-13,2
Isiro,2026-07-13,1
Makiso Kisangani,2026-07-13,2
Mangobo,2026-07-13,1
Lubunga (Tshopo),2026-07-13,1
NA,2026-07-13,17
Bunia,2026-07-15,570
Rwampara,2026-07-15,418
Mongbwalu,2026-07-15,347
Nizi,2026-07-15,148
Nyankunde,2026-07-15,99
Mangala,2026-07-15,50
Lita,2026-07-15,66
Nia-Nia,2026-07-15,42
Bambu,2026-07-15,31
Komanda,2026-07-15,27
Tchomia,2026-07-15,19
Kilo,2026-07-15,10
Mandima,2026-07-15,9
Logo,2026-07-15,7
Aungba,2026-07-15,6
Damas,2026-07-15,7
Mambasa,2026-07-15,5
Rimba,2026-07-15,4
Fataki,2026-07-15,6
Drodro,2026-07-15,5
Aru,2026-07-15,3
Kambala,2026-07-15,2
Gety,2026-07-15,1
Lolwa,2026-07-15,2
Boga,2026-07-15,1
Ariwara,2026-07-15,1
Mahagi,2026-07-15,1
Katwa,2026-07-15,82
Butembo,2026-07-15,52
Beni,2026-07-15,33
Musienene,2026-07-15,14
Kyondo,2026-07-15,7
Kalunguta,2026-07-15,2
Masereka,2026-07-15,3
Oicha,2026-07-15,3
Goma,2026-07-15,1
Vuhovi,2026-07-15,1
Mabalako,2026-07-15,1
Miti-Murhesa,2026-07-15,3
Wamba,2026-07-15,8
Pawa,2026-07-15,3
Boma Mangbetu,2026-07-15,2
Isiro,2026-07-15,1
Makiso Kisangani,2026-07-15,2
Mangobo,2026-07-15,1
Lubunga (Tshopo),2026-07-15,1
NA,2026-07-15,17
Bunia,2026-07-17,606
Rwampara,2026-07-17,430
Mongbwalu,2026-07-17,355
Nizi,2026-07-17,168
Nyankunde,2026-07-17,99
Mangala,2026-07-17,56
Lita,2026-07-17,77
Nia-Nia,2026-07-17,47
Bambu,2026-07-17,36
Komanda,2026-07-17,27
Tchomia,2026-07-17,21
Kilo,2026-07-17,11
Mandima,2026-07-17,9
Logo,2026-07-17,7
Aungba,2026-07-17,6
Damas,2026-07-17,7
Mambasa,2026-07-17,8
Rimba,2026-07-17,5
Fataki,2026-07-17,9
Drodro,2026-07-17,5
Aru,2026-07-17,4
Kambala,2026-07-17,2
Gety,2026-07-17,1
Lolwa,2026-07-17,2
Boga,2026-07-17,1
Ariwara,2026-07-17,6
Mahagi,2026-07-17,1
Katwa,2026-07-17,92
Butembo,2026-07-17,55
Beni,2026-07-17,34
Musienene,2026-07-17,14
Kyondo,2026-07-17,8
Kalunguta,2026-07-17,2
Masereka,2026-07-17,3
Oicha,2026-07-17,3
Goma,2026-07-17,1
Vuhovi,2026-07-17,1
Mabalako,2026-07-17,1
Miti-Murhesa,2026-07-17,3
Wamba,2026-07-17,16
Pawa,2026-07-17,3
Boma Mangbetu,2026-07-17,2
Isiro,2026-07-17,1
Makiso Kisangani,2026-07-17,2
Mangobo,2026-07-17,1
Lubunga (Tshopo),2026-07-17,1
NA,2026-07-17,17
Bunia,2026-07-18,621
Rwampara,2026-07-18,440
Mongbwalu,2026-07-18,360
Nizi,2026-07-18,198
Nyankunde,2026-07-18,99
Lita,2026-07-18,77
Mangala,2026-07-18,58
Nia-Nia,2026-07-18,49
Bambu,2026-07-18,36
Komanda,2026-07-18,27
Tchomia,2026-07-18,22
Fataki,2026-07-18,11
Kilo,2026-07-18,11
Mandima,2026-07-18,9
Mambasa,2026-07-18,8
Damas,2026-07-18,7
Logo,2026-07-18,7
Ariwara,2026-07-18,6
Aungba,2026-07-18,6
Drodro,2026-07-18,5
Rimba,2026-07-18,5
Aru,2026-07-18,4
Kambala,2026-07-18,2
Lolwa,2026-07-18,2
Boga,2026-07-18,1
Gety,2026-07-18,1
Mahagi,2026-07-18,1
Katwa,2026-07-18,98
Butembo,2026-07-18,57
Beni,2026-07-18,37
Musienene,2026-07-18,18
Kyondo,2026-07-18,9
Kalunguta,2026-07-18,2
Masereka,2026-07-18,3
Oicha,2026-07-18,3
Goma,2026-07-18,1
Vuhovi,2026-07-18,1
Mabalako,2026-07-18,1
Miti-Murhesa,2026-07-18,3
Wamba,2026-07-18,6
Pawa,2026-07-18,3
Boma Mangbetu,2026-07-18,4
Isiro,2026-07-18,3
Makiso Kisangani,2026-07-18,3
Mangobo,2026-07-18,1
Lubunga (Tshopo),2026-07-18,1
NA,2026-07-18,17
Bunia,2026-07-19,639
Rwampara,2026-07-19,450
Mongbwalu,2026-07-19,363
Nizi,2026-07-19,214
Nyankunde,2026-07-19,99
Lita,2026-07-19,78
Mangala,2026-07-19,61
Nia-Nia,2026-07-19,51
Bambu,2026-07-19,40
Komanda,2026-07-19,27
Tchomia,2026-07-19,23
Fataki,2026-07-19,11
Kilo,2026-07-19,11
Adja,2026-07-19,10
Mandima,2026-07-19,9
Mambasa,2026-07-19,8
Logo,2026-07-19,8
Ariwara,2026-07-19,7
Damas,2026-07-19,7
Aungba,2026-07-19,6
Drodro,2026-07-19,5
Rimba,2026-07-19,5
Aru,2026-07-19,4
Kambala,2026-07-19,2
Lolwa,2026-07-19,2
Boga,2026-07-19,1
Gety,2026-07-19,1
Mahagi,2026-07-19,1
Katwa,2026-07-19,104
Butembo,2026-07-19,58
Beni,2026-07-19,37
Musienene,2026-07-19,19
Kyondo,2026-07-19,9
Kalunguta,2026-07-19,2
Masereka,2026-07-19,3
Oicha,2026-07-19,4
Goma,2026-07-19,1
Vuhovi,2026-07-19,1
Mabalako,2026-07-19,1
Miti-Murhesa,2026-07-19,3
Wamba,2026-07-19,6
Pawa,2026-07-19,3
Boma Mangbetu,2026-07-19,4
Isiro,2026-07-19,3
Makiso-Kisangani,2026-07-19,3
Mangobo,2026-07-19,1
Lubunga,2026-07-19,1
NA,2026-07-19,17
Bunia,2026-07-20,657
Rwampara,2026-07-20,457
Mongbwalu,2026-07-20,364
Nizi,2026-07-20,223
Nyankunde,2026-07-20,99
Lita,2026-07-20,78
Mangala,2026-07-20,61
Nia-Nia,2026-07-20,54
Bambu,2026-07-20,40
Komanda,2026-07-20,27
Tchomia,2026-07-20,23
Fataki,2026-07-20,11
Kilo,2026-07-20,11
Adja,2026-07-20,10
Mandima,2026-07-20,10
Mambasa,2026-07-20,8
Logo,2026-07-20,8
Ariwara,2026-07-20,10
Damas,2026-07-20,7
Aungba,2026-07-20,6
Drodro,2026-07-20,5
Rimba,2026-07-20,5
Aru,2026-07-20,4
Kambala,2026-07-20,2
Lolwa,2026-07-20,2
Boga,2026-07-20,1
Gety,2026-07-20,1
Mahagi,2026-07-20,1
Katwa,2026-07-20,108
Butembo,2026-07-20,61
Beni,2026-07-20,37
Musienene,2026-07-20,19
Kyondo,2026-07-20,10
Oicha,2026-07-20,4
Kalunguta,2026-07-20,2
Masereka,2026-07-20,3
Goma,2026-07-20,1
Vuhovi,2026-07-20,1
Mabalako,2026-07-20,1
Miti-Murhesa,2026-07-20,3
Wamba,2026-07-20,6
Pawa,2026-07-20,3
Boma Mangbetu,2026-07-20,4
Isiro,2026-07-20,3
Makiso-Kisangani,2026-07-20,3
Mangobo,2026-07-20,1
Lubunga,2026-07-20,1
NA,2026-07-20,17
Adja,2026-07-22,10
Aru,2026-07-22,5
Ariwara,2026-07-22,7
Aungba,2026-07-22,4
Bambu,2026-07-22,51
Boga,2026-07-22,1
Bunia,2026-07-22,696
Damas,2026-07-22,13
Drodro,2026-07-22,6
Fataki,2026-07-22,17
Gety,2026-07-22,1
Kambala,2026-07-22,2
Kilo,2026-07-22,23
Komanda,2026-07-22,30
Lita,2026-07-22,101
Logo,2026-07-22,8
Lolwa,2026-07-22,4
Mahagi,2026-07-22,1
Mambasa,2026-07-22,7
Mandima,2026-07-22,13
Mangala,2026-07-22,86
Mongbwalu,2026-07-22,482
Nia-Nia,2026-07-22,78
Nizi,2026-07-22,308
Nyankunde,2026-07-22,114
Rimba,2026-07-22,7
Rwampara,2026-07-22,481
Tchomia,2026-07-22,39
Beni,2026-07-22,41
Butembo,2026-07-22,62
Goma,2026-07-22,1
Kalunguta,2026-07-22,4
Katwa,2026-07-22,121
Kyondo,2026-07-22,10
Mabalako,2026-07-22,1
Masereka,2026-07-22,4
Musienene,2026-07-22,26
Oicha,2026-07-22,4
Vuhovi,2026-07-22,1
Miti-Murhesa,2026-07-22,3
Boma Mangbetu,2026-07-22,6
Isiro,2026-07-22,8
Pawa,2026-07-22,7
Wamba,2026-07-22,6
Lubunga,2026-07-22,1
Makiso-Kisangani,2026-07-22,3
Mangobo,2026-07-22,1
Adja,2026-07-23,10
Aru,2026-07-23,5
Ariwara,2026-07-23,7
Aungba,2026-07-23,4
Bambu,2026-07-23,51
Boga,2026-07-23,1
Bunia,2026-07-23,713
Damas,2026-07-23,14
Drodro,2026-07-23,6
Fataki,2026-07-23,17
Gety,2026-07-23,1
Kambala,2026-07-23,2
Kilo,2026-07-23,23
Komanda,2026-07-23,33
Lita,2026-07-23,103
Logo,2026-07-23,9
Lolwa,2026-07-23,4
Mahagi,2026-07-23,1
Mambasa,2026-07-23,7
Mandima,2026-07-23,13
Mangala,2026-07-23,92
Mongbwalu,2026-07-23,484
Nia-Nia,2026-07-23,78
Nizi,2026-07-23,316
Nyankunde,2026-07-23,114
Rimba,2026-07-23,7
Rwampara,2026-07-23,490
Tchomia,2026-07-23,40
Beni,2026-07-23,42
Butembo,2026-07-23,63
Goma,2026-07-23,1
Kalunguta,2026-07-23,4
Katwa,2026-07-23,133
Kyondo,2026-07-23,10
Mabalako,2026-07-23,1
Masereka,2026-07-23,4
Musienene,2026-07-23,27
Oicha,2026-07-23,4
Vuhovi,2026-07-23,1
Miti-Murhesa,2026-07-23,3
Boma Mangbetu,2026-07-23,6
Isiro,2026-07-23,8
Pawa,2026-07-23,7
Rungu,2026-07-23,1
Wamba,2026-07-23,7
Lubunga,2026-07-23,1
Makiso-Kisangani,2026-07-23,3
Mangobo,2026-07-23,1
Adja,2026-07-25,11
Aru,2026-07-25,5
Ariwara,2026-07-25,7
Aungba,2026-07-25,4
Bambu,2026-07-25,54
Boga,2026-07-25,1
Bunia,2026-07-25,762
Damas,2026-07-25,16
Drodro,2026-07-25,6
Fataki,2026-07-25,17
Gety,2026-07-25,1
Kambala,2026-07-25,2
Kilo,2026-07-25,23
Komanda,2026-07-25,35
Lita,2026-07-25,117
Logo,2026-07-25,9
Lolwa,2026-07-25,4
Mahagi,2026-07-25,3
Mambasa,2026-07-25,9
Mandima,2026-07-25,13
Mangala,2026-07-25,100
Mongbwalu,2026-07-25,498
Nia-Nia,2026-07-25,89
Nizi,2026-07-25,350
Nyankunde,2026-07-25,114
Rimba,2026-07-25,8
Rwampara,2026-07-25,550
Tchomia,2026-07-25,40
Beni,2026-07-25,43
Butembo,2026-07-25,70
Goma,2026-07-25,1
Kalunguta,2026-07-25,4
Katwa,2026-07-25,138
Kyondo,2026-07-25,11
Mabalako,2026-07-25,1
Masereka,2026-07-25,4
Musienene,2026-07-25,29
Oicha,2026-07-25,4
Vuhovi,2026-07-25,1
Miti-Murhesa,2026-07-25,3
Boma Mangbetu,2026-07-25,7
Isiro,2026-07-25,12
Pawa,2026-07-25,7
Rungu,2026-07-25,1
Wamba,2026-07-25,11
Lubunga,2026-07-25,1
Makiso-Kisangani,2026-07-25,3
Mangobo,2026-07-25,1
Adja,2026-07-26,11
Aru,2026-07-26,5
Ariwara,2026-07-26,7
Aungba,2026-07-26,5
Bambu,2026-07-26,57
Boga,2026-07-26,1
Bunia,2026-07-26,773
Damas,2026-07-26,16
Drodro,2026-07-26,10
Fataki,2026-07-26,17
Gety,2026-07-26,1
Kambala,2026-07-26,2
Kilo,2026-07-26,23
Komanda,2026-07-26,35
Lita,2026-07-26,117
Logo,2026-07-26,9
Lolwa,2026-07-26,4
Mahagi,2026-07-26,3
Mambasa,2026-07-26,9
Mandima,2026-07-26,13
Mangala,2026-07-26,100
Mongbwalu,2026-07-26,506
Nia-Nia,2026-07-26,90
Nizi,2026-07-26,357
Nyankunde,2026-07-26,114
Rimba,2026-07-26,8
Rwampara,2026-07-26,568
Tchomia,2026-07-26,40
Beni,2026-07-26,44
Butembo,2026-07-26,73
Goma,2026-07-26,1
Kalunguta,2026-07-26,5
Katwa,2026-07-26,140
Kyondo,2026-07-26,12
Mabalako,2026-07-26,1
Masereka,2026-07-26,4
Musienene,2026-07-26,29
Oicha,2026-07-26,4
Vuhovi,2026-07-26,1
Miti-Murhesa,2026-07-26,3
Boma Mangbetu,2026-07-26,7
Isiro,2026-07-26,12
Pawa,2026-07-26,8
Rungu,2026-07-26,1
Wamba,2026-07-26,11
Lubunga,2026-07-26,1
Makiso-Kisangani,2026-07-26,3
Mangobo,2026-07-26,1
Adja,2026-07-27,11
Aru,2026-07-27,5
Ariwara,2026-07-27,7
Aungba,2026-07-27,5
Bambu,2026-07-27,57
Boga,2026-07-27,1
Bunia,2026-07-27,801
Damas,2026-07-27,16
Drodro,2026-07-27,10
Fataki,2026-07-27,17
Gety,2026-07-27,1
Kambala,2026-07-27,2
Kilo,2026-07-27,28
Komanda,2026-07-27,36
Lita,2026-07-27,121
Logo,2026-07-27,9
Lolwa,2026-07-27,4
Mahagi,2026-07-27,4
Mambasa,2026-07-27,9
Mandima,2026-07-27,16
Mangala,2026-07-27,100
Mongbwalu,2026-07-27,528
Nia-Nia,2026-07-27,92
