nom,date,cumulative_confirmed_deaths
Mambasa,2026-07-01,1
Logo,2026-07-01,0
Drodro,2026-07-01,3
Gety,2026-07-01,0
Kambala,2026-07-01,2
Nia Nia,2026-07-01,5
Fataki,2026-07-01,0
Mandima,2026-07-01,1
Lolwa,2026-07-01,1
Butembo,2026-07-01,15
Katwa,2026-07-01,33
Beni,2026-07-01,15
Oicha,2026-07-01,2
Kalunguta,2026-07-01,1
Kyondo,2026-07-01,2
Goma,2026-07-01,0
Masereka,2026-07-01,0
Vuhovi,2026-07-01,1
Mabalako,2026-07-01,0
Musienene,2026-07-01,2
Miti Murhesa,2026-07-01,1
NA,2026-07-01,0
Bunia,2026-07-02,106
Rwampara,2026-07-02,67
Mongbwalu,2026-07-02,136
Nyankunde,2026-07-02,16
Nizi,2026-07-02,19
Lita,2026-07-02,12
Komanda,2026-07-02,5
Bambu,2026-07-02,5
Kilo,2026-07-02,1
Mangala,2026-07-02,12
Tchomia,2026-07-02,2
Damas,2026-07-02,0
Aungba,2026-07-02,2
Rimba,2026-07-02,0
Aru,2026-07-02,1
Mambasa,2026-07-02,1
Logo,2026-07-02,0
Drodro,2026-07-02,3
Gety,2026-07-02,0
Kambala,2026-07-02,2
Nia Nia,2026-07-02,5
Fataki,2026-07-02,0
Mandima,2026-07-02,1
Lolwa,2026-07-02,1
Butembo,2026-07-02,16
Katwa,2026-07-02,35
Beni,2026-07-02,16
Oicha,2026-07-02,2
Kalunguta,2026-07-02,1
Kyondo,2026-07-02,2
Goma,2026-07-02,0
Masereka,2026-07-02,0
Vuhovi,2026-07-02,1
Mabalako,2026-07-02,0
Musienene,2026-07-02,2
Miti Murhesa,2026-07-02,1
NA,2026-07-02,0
Bunia,2026-07-03,112
Rwampara,2026-07-03,69
Mongbwalu,2026-07-03,139
Nyankunde,2026-07-03,17
Nizi,2026-07-03,19
Lita,2026-07-03,12
Komanda,2026-07-03,5
Bambu,2026-07-03,5
Kilo,2026-07-03,1
Mangala,2026-07-03,14
Tchomia,2026-07-03,2
Damas,2026-07-03,0
Aungba,2026-07-03,2
Rimba,2026-07-03,0
Aru,2026-07-03,1
Mambasa,2026-07-03,1
Logo,2026-07-03,0
Drodro,2026-07-03,3
Gety,2026-07-03,0
Kambala,2026-07-03,2
Nia Nia,2026-07-03,5
Fataki,2026-07-03,0
Mandima,2026-07-03,1
Lolwa,2026-07-03,1
Butembo,2026-07-03,18
Katwa,2026-07-03,37
Beni,2026-07-03,17
Oicha,2026-07-03,2
Kalunguta,2026-07-03,1
Kyondo,2026-07-03,2
Goma,2026-07-03,0
Masereka,2026-07-03,0
Vuhovi,2026-07-03,1
Mabalako,2026-07-03,0
Musienene,2026-07-03,2
Miti Murhesa,2026-07-03,1
NA,2026-07-03,0
Bunia,2026-07-04,118
Rwampara,2026-07-04,71
Mongbwalu,2026-07-04,141
Nyankunde,2026-07-04,17
Nizi,2026-07-04,19
Lita,2026-07-04,12
Komanda,2026-07-04,8
Bambu,2026-07-04,5
Kilo,2026-07-04,1
Mangala,2026-07-04,14
Tchomia,2026-07-04,2
Damas,2026-07-04,0
Aungba,2026-07-04,2
Rimba,2026-07-04,0
Aru,2026-07-04,1
Mambasa,2026-07-04,1
Logo,2026-07-04,0
Drodro,2026-07-04,3
Gety,2026-07-04,0
Kambala,2026-07-04,2
Nia Nia,2026-07-04,5
Fataki,2026-07-04,0
Mandima,2026-07-04,1
Lolwa,2026-07-04,1
Butembo,2026-07-04,18
Katwa,2026-07-04,38
Beni,2026-07-04,17
Oicha,2026-07-04,2
Kalunguta,2026-07-04,1
Kyondo,2026-07-04,2
Goma,2026-07-04,0
Masereka,2026-07-04,0
Vuhovi,2026-07-04,1
Mabalako,2026-07-04,0
Musienene,2026-07-04,2
Miti Murhesa,2026-07-04,1
NA,2026-07-04,0
Bunia,2026-07-05,121
Rwampara,2026-07-05,72
Mongbwalu,2026-07-05,149
Nyankunde,2026-07-05,19
Nizi,2026-07-05,19
Lita,2026-07-05,12
Komanda,2026-07-05,8
Bambu,2026-07-05,6
Kilo,2026-07-05,1
Mangala,2026-07-05,14
Tchomia,2026-07-05,2
Damas,2026-07-05,0
Aungba,2026-07-05,2
Rimba,2026-07-05,0
Aru,2026-07-05,1
Mambasa,2026-07-05,1
Logo,2026-07-05,0
Drodro,2026-07-05,3
Gety,2026-07-05,0
Kambala,2026-07-05,2
Nia Nia,2026-07-05,5
Fataki,2026-07-05,0
Mandima,2026-07-05,1
Lolwa,2026-07-05,1
Butembo,2026-07-05,18
Katwa,2026-07-05,38
Beni,2026-07-05,17
Oicha,2026-07-05,2
Kalunguta,2026-07-05,1
Kyondo,2026-07-05,2
Goma,2026-07-05,0
Masereka,2026-07-05,0
Vuhovi,2026-07-05,1
Mabalako,2026-07-05,0
Musienene,2026-07-05,2
Miti Murhesa,2026-07-05,1
NA,2026-07-05,0
Bunia,2026-07-06,134
Rwampara,2026-07-06,75
Mongbwalu,2026-07-06,154
Nyankunde,2026-07-06,20
Nizi,2026-07-06,24
Lita,2026-07-06,16
Komanda,2026-07-06,8
Bambu,2026-07-06,9
Kilo,2026-07-06,1
Mangala,2026-07-06,20
Tchomia,2026-07-06,2
Damas,2026-07-06,0
Aungba,2026-07-06,2
Rimba,2026-07-06,0
Aru,2026-07-06,1
Mambasa,2026-07-06,3
Logo,2026-07-06,0
Drodro,2026-07-06,3
Gety,2026-07-06,0
Kambala,2026-07-06,2
Nia Nia,2026-07-06,12
Fataki,2026-07-06,1
Mandima,2026-07-06,2
Lolwa,2026-07-06,1
Boga,2026-07-06,1
Butembo,2026-07-06,20
Katwa,2026-07-06,41
Beni,2026-07-06,19
Oicha,2026-07-06,2
Kalunguta,2026-07-06,1
Kyondo,2026-07-06,2
Goma,2026-07-06,0
Masereka,2026-07-06,0
Vuhovi,2026-07-06,1
Mabalako,2026-07-06,0
Musienene,2026-07-06,2
Miti Murhesa,2026-07-06,1
NA,2026-07-06,0
Bunia,2026-07-07,137
Rwampara,2026-07-07,76
Mongbwalu,2026-07-07,165
Nyankunde,2026-07-07,20
Nizi,2026-07-07,28
Lita,2026-07-07,16
Komanda,2026-07-07,8
Bambu,2026-07-07,9
Kilo,2026-07-07,1
Mangala,2026-07-07,20
Tchomia,2026-07-07,2
Damas,2026-07-07,0
Aungba,2026-07-07,2
Rimba,2026-07-07,0
Aru,2026-07-07,1
Mambasa,2026-07-07,3
Logo,2026-07-07,0
Drodro,2026-07-07,3
Gety,2026-07-07,0
Kambala,2026-07-07,2
Nia Nia,2026-07-07,13
Fataki,2026-07-07,1
Mandima,2026-07-07,2
Lolwa,2026-07-07,1
Boga,2026-07-07,1
Butembo,2026-07-07,20
Katwa,2026-07-07,41
Beni,2026-07-07,19
Oicha,2026-07-07,2
Kalunguta,2026-07-07,1
Kyondo,2026-07-07,2
Goma,2026-07-07,0
Masereka,2026-07-07,0
Vuhovi,2026-07-07,1
Mabalako,2026-07-07,0
Musienene,2026-07-07,2
Miti Murhesa,2026-07-07,1
NA,2026-07-07,0
Bunia,2026-07-08,141
Rwampara,2026-07-08,80
Mongbwalu,2026-07-08,167
Nyankunde,2026-07-08,22
Nizi,2026-07-08,36
Lita,2026-07-08,16
Komanda,2026-07-08,8
Bambu,2026-07-08,10
Kilo,2026-07-08,1
Mangala,2026-07-08,23
Tchomia,2026-07-08,2
Damas,2026-07-08,0
Aungba,2026-07-08,2
Rimba,2026-07-08,0
Aru,2026-07-08,1
Mambasa,2026-07-08,3
Logo,2026-07-08,0
Drodro,2026-07-08,3
Gety,2026-07-08,0
Kambala,2026-07-08,2
Nia Nia,2026-07-08,13
Fataki,2026-07-08,1
Mandima,2026-07-08,2
Lolwa,2026-07-08,1
Boga,2026-07-08,1
Butembo,2026-07-08,20
Katwa,2026-07-08,41
Beni,2026-07-08,19
Oicha,2026-07-08,2
Kalunguta,2026-07-08,1
Kyondo,2026-07-08,2
Goma,2026-07-08,0
Masereka,2026-07-08,0
Vuhovi,2026-07-08,1
Mabalako,2026-07-08,0
Musienene,2026-07-08,2
Miti Murhesa,2026-07-08,1
NA,2026-07-08,0
Bunia,2026-07-09,149
Rwampara,2026-07-09,83
Mongbwalu,2026-07-09,170
Nyankunde,2026-07-09,22
Nizi,2026-07-09,36
Lita,2026-07-09,17
Komanda,2026-07-09,8
Bambu,2026-07-09,10
Kilo,2026-07-09,1
Mangala,2026-07-09,23
Tchomia,2026-07-09,4
Damas,2026-07-09,0
Aungba,2026-07-09,2
Rimba,2026-07-09,0
Aru,2026-07-09,1
Mambasa,2026-07-09,4
Logo,2026-07-09,0
Drodro,2026-07-09,3
Gety,2026-07-09,0
Kambala,2026-07-09,2
Nia Nia,2026-07-09,13
Fataki,2026-07-09,1
Mandima,2026-07-09,2
Lolwa,2026-07-09,1
Boga,2026-07-09,1
Butembo,2026-07-09,20
Katwa,2026-07-09,45
Beni,2026-07-09,20
Oicha,2026-07-09,2
Kalunguta,2026-07-09,1
Kyondo,2026-07-09,3
Goma,2026-07-09,0
Masereka,2026-07-09,0
Vuhovi,2026-07-09,1
Mabalako,2026-07-09,0
Musienene,2026-07-09,2
Miti Murhesa,2026-07-09,1
NA,2026-07-09,0
Bunia,2026-07-10,156
Rwampara,2026-07-10,89
Mongbwalu,2026-07-10,171
Nyankunde,2026-07-10,23
Nizi,2026-07-10,36
Lita,2026-07-10,19
Komanda,2026-07-10,8
Bambu,2026-07-10,10
Kilo,2026-07-10,1
Mangala,2026-07-10,29
Tchomia,2026-07-10,4
Damas,2026-07-10,0
Aungba,2026-07-10,2
Rimba,2026-07-10,0
Aru,2026-07-10,1
Mambasa,2026-07-10,4
Logo,2026-07-10,0
Drodro,2026-07-10,3
Gety,2026-07-10,0
Kambala,2026-07-10,2
Nia Nia,2026-07-10,13
Fataki,2026-07-10,1
Mandima,2026-07-10,3
Lolwa,2026-07-10,1
Boga,2026-07-10,1
Butembo,2026-07-10,20
Katwa,2026-07-10,45
Beni,2026-07-10,20
Oicha,2026-07-10,2
Kalunguta,2026-07-10,1
Kyondo,2026-07-10,3
Goma,2026-07-10,0
Masereka,2026-07-10,0
Vuhovi,2026-07-10,1
Mabalako,2026-07-10,0
Musienene,2026-07-10,2
Miti Murhesa,2026-07-10,1
Wamba,2026-07-10,1
Makiso Kisangani,2026-07-10,2
Mangobo,2026-07-10,0
Lubunga (Tshopo),2026-07-10,0
NA,2026-07-10,0
Bunia,2026-07-11,160
Rwampara,2026-07-11,90
Mongbwalu,2026-07-11,177
Nyankunde,2026-07-11,25
Nizi,2026-07-11,47
Lita,2026-07-11,19
Komanda,2026-07-11,8
Bambu,2026-07-11,10
Kilo,2026-07-11,1
Mangala,2026-07-11,29
Tchomia,2026-07-11,4
Damas,2026-07-11,0
Aungba,2026-07-11,2
Rumba,2026-07-11,0
Aru,2026-07-11,1
Mambasa,2026-07-11,4
Logo,2026-07-11,0
Drodro,2026-07-11,3
Gety,2026-07-11,0
Kambala,2026-07-11,2
Nia-Nia,2026-07-11,12
Fataki,2026-07-11,1
Mandima,2026-07-11,3
Lolwa,2026-07-11,1
Boga,2026-07-11,1
Ariwara,2026-07-11,1
Butembo,2026-07-11,21
Katwa,2026-07-11,47
Beni,2026-07-11,20
Oicha,2026-07-11,2
Kalunguta,2026-07-11,1
Kyondo,2026-07-11,3
Goma,2026-07-11,0
Masereka,2026-07-11,0
Vuhovi,2026-07-11,1
Mabalako,2026-07-11,0
Musienene,2026-07-11,2
Miti-Murhesa,2026-07-11,1
Wamba,2026-07-11,1
Makiso Kisangani,2026-07-11,2
Mangobo,2026-07-11,0
Lubunga (Tshopo),2026-07-11,0
NA,2026-07-11,0
Bunia,2026-07-13,172
Rwampara,2026-07-13,95
Mongbwalu,2026-07-13,182
Nizi,2026-07-13,50
Nyankunde,2026-07-13,26
Mangala,2026-07-13,29
Lita,2026-07-13,23
Nia-Nia,2026-07-13,7
Bambu,2026-07-13,10
Komanda,2026-07-13,10
Tchomia,2026-07-13,4
Kilo,2026-07-13,1
Mandima,2026-07-13,3
Logo,2026-07-13,0
Aungba,2026-07-13,2
Damas,2026-07-13,0
Mambasa,2026-07-13,4
Rimba,2026-07-13,0
Fataki,2026-07-13,4
Drodro,2026-07-13,3
Aru,2026-07-13,1
Kambala,2026-07-13,2
Gety,2026-07-13,0
Lolwa,2026-07-13,1
Boga,2026-07-13,1
Ariwara,2026-07-13,1
Katwa,2026-07-13,55
Butembo,2026-07-13,22
Beni,2026-07-13,20
Musienene,2026-07-13,2
Kyondo,2026-07-13,3
Kalunguta,2026-07-13,1
Masereka,2026-07-13,0
Oicha,2026-07-13,2
Goma,2026-07-13,0
Vuhovi,2026-07-13,1
Mabalako,2026-07-13,0
Miti-Murhesa,2026-07-13,1
Wamba,2026-07-13,8
Pawa,2026-07-13,3
Boma Mangbetu,2026-07-13,1
Isiro,2026-07-13,1
Makiso Kisangani,2026-07-13,2
Mangobo,2026-07-13,0
Lubunga (Tshopo),2026-07-13,1
NA,2026-07-13,0
Bunia,2026-07-15,191
Rwampara,2026-07-15,104
Mongbwalu,2026-07-15,192
Nizi,2026-07-15,67
Nyankunde,2026-07-15,26
Mangala,2026-07-15,29
Lita,2026-07-15,23
Nia-Nia,2026-07-15,9
Bambu,2026-07-15,11
Komanda,2026-07-15,10
Tchomia,2026-07-15,4
Kilo,2026-07-15,2
Mandima,2026-07-15,4
Logo,2026-07-15,0
Aungba,2026-07-15,2
Damas,2026-07-15,0
Mambasa,2026-07-15,4
Rimba,2026-07-15,0
Fataki,2026-07-15,5
Drodro,2026-07-15,3
Aru,2026-07-15,1
Kambala,2026-07-15,2
Gety,2026-07-15,0
Lolwa,2026-07-15,1
Boga,2026-07-15,1
Ariwara,2026-07-15,1
Mahagi,2026-07-15,0
Katwa,2026-07-15,59
Butembo,2026-07-15,26
Beni,2026-07-15,22
Musienene,2026-07-15,4
Kyondo,2026-07-15,3
Kalunguta,2026-07-15,1
Masereka,2026-07-15,0
Oicha,2026-07-15,3
Goma,2026-07-15,0
Vuhovi,2026-07-15,1
Mabalako,2026-07-15,0
Miti-Murhesa,2026-07-15,1
Wamba,2026-07-15,8
Pawa,2026-07-15,3
Boma Mangbetu,2026-07-15,1
Isiro,2026-07-15,1
Makiso Kisangani,2026-07-15,2
Mangobo,2026-07-15,0
Lubunga (Tshopo),2026-07-15,1
NA,2026-07-15,0
Bunia,2026-07-17,197
Rwampara,2026-07-17,116
Mongbwalu,2026-07-17,196
Nizi,2026-07-17,79
Nyankunde,2026-07-17,28
Mangala,2026-07-17,33
Lita,2026-07-17,27
Nia-Nia,2026-07-17,12
Bambu,2026-07-17,12
Komanda,2026-07-17,10
Tchomia,2026-07-17,5
Kilo,2026-07-17,3
Mandima,2026-07-17,4
Logo,2026-07-17,1
Aungba,2026-07-17,2
Damas,2026-07-17,0
Mambasa,2026-07-17,5
Rimba,2026-07-17,0
Fataki,2026-07-17,6
Drodro,2026-07-17,3
Aru,2026-07-17,1
Kambala,2026-07-17,2
Gety,2026-07-17,0
Lolwa,2026-07-17,1
Boga,2026-07-17,1
Ariwara,2026-07-17,1
Mahagi,2026-07-17,0
Katwa,2026-07-17,67
Butembo,2026-07-17,27
Beni,2026-07-17,24
Musienene,2026-07-17,3
Kyondo,2026-07-17,4
Kalunguta,2026-07-17,1
Masereka,2026-07-17,0
Oicha,2026-07-17,3
Goma,2026-07-17,0
Vuhovi,2026-07-17,1
Mabalako,2026-07-17,0
Miti-Murhesa,2026-07-17,1
Wamba,2026-07-17,8
Pawa,2026-07-17,3
Boma Mangbetu,2026-07-17,1
Isiro,2026-07-17,1
Makiso Kisangani,2026-07-17,3
Mangobo,2026-07-17,0
Lubunga (Tshopo),2026-07-17,1
NA,2026-07-17,0
Bunia,2026-07-18,202
Rwampara,2026-07-18,124
Mongbwalu,2026-07-18,199
Nizi,2026-07-18,87
Nyankunde,2026-07-18,28
Lita,2026-07-18,27
Mangala,2026-07-18,35
Nia-Nia,2026-07-18,15
Bambu,2026-07-18,12
Komanda,2026-07-18,10
Tchomia,2026-07-18,5
Fataki,2026-07-18,7
Kilo,2026-07-18,3
Mandima,2026-07-18,4
Mambasa,2026-07-18,6
Damas,2026-07-18,0
Logo,2026-07-18,1
Ariwara,2026-07-18,1
Aungba,2026-07-18,2
Drodro,2026-07-18,3
Rimba,2026-07-18,0
Aru,2026-07-18,1
Kambala,2026-07-18,2
Lolwa,2026-07-18,1
Boga,2026-07-18,1
Gety,2026-07-18,0
Mahagi,2026-07-18,0
Katwa,2026-07-18,71
Butembo,2026-07-18,29
Beni,2026-07-18,25
Musienene,2026-07-18,5
Kyondo,2026-07-18,4
Kalunguta,2026-07-18,1
Masereka,2026-07-18,0
Oicha,2026-07-18,3
Goma,2026-07-18,0
Vuhovi,2026-07-18,1
Mabalako,2026-07-18,0
Miti-Murhesa,2026-07-18,1
Wamba,2026-07-18,3
Pawa,2026-07-18,3
Boma Mangbetu,2026-07-18,2
Isiro,2026-07-18,2
Makiso Kisangani,2026-07-18,3
Mangobo,2026-07-18,1
Lubunga (Tshopo),2026-07-18,0
NA,2026-07-18,0
Bunia,2026-07-19,211
Rwampara,2026-07-19,133
Mongbwalu,2026-07-19,203
Nizi,2026-07-19,93
Nyankunde,2026-07-19,28
Lita,2026-07-19,27
Mangala,2026-07-19,38
Nia-Nia,2026-07-19,15
Bambu,2026-07-19,14
Komanda,2026-07-19,10
Tchomia,2026-07-19,6
Fataki,2026-07-19,7
Kilo,2026-07-19,3
Adja,2026-07-19,1
Mandima,2026-07-19,4
Mambasa,2026-07-19,6
Logo,2026-07-19,1
Ariwara,2026-07-19,1
Damas,2026-07-19,0
Aungba,2026-07-19,2
Drodro,2026-07-19,3
Rimba,2026-07-19,0
Aru,2026-07-19,1
Kambala,2026-07-19,2
Lolwa,2026-07-19,1
Boga,2026-07-19,1
Gety,2026-07-19,0
Mahagi,2026-07-19,0
Katwa,2026-07-19,72
Butembo,2026-07-19,30
Beni,2026-07-19,25
Musienene,2026-07-19,5
Kyondo,2026-07-19,4
Kalunguta,2026-07-19,1
Masereka,2026-07-19,0
Oicha,2026-07-19,3
Goma,2026-07-19,0
Vuhovi,2026-07-19,1
Mabalako,2026-07-19,0
Miti-Murhesa,2026-07-19,1
Wamba,2026-07-19,3
Pawa,2026-07-19,3
Boma Mangbetu,2026-07-19,2
Isiro,2026-07-19,2
Makiso-Kisangani,2026-07-19,3
Mangobo,2026-07-19,1
Lubunga,2026-07-19,0
NA,2026-07-19,0
Bunia,2026-07-20,219
Rwampara,2026-07-20,140
Mongbwalu,2026-07-20,204
Nizi,2026-07-20,99
Nyankunde,2026-07-20,28
Lita,2026-07-20,27
Mangala,2026-07-20,38
Nia-Nia,2026-07-20,16
Bambu,2026-07-20,14
Komanda,2026-07-20,11
Tchomia,2026-07-20,7
Fataki,2026-07-20,7
Kilo,2026-07-20,3
Adja,2026-07-20,1
Mandima,2026-07-20,5
Mambasa,2026-07-20,6
Logo,2026-07-20,1
Ariwara,2026-07-20,1
Damas,2026-07-20,0
Aungba,2026-07-20,2
Drodro,2026-07-20,3
Rimba,2026-07-20,0
Aru,2026-07-20,2
Kambala,2026-07-20,2
Lolwa,2026-07-20,1
Boga,2026-07-20,1
Gety,2026-07-20,0
Mahagi,2026-07-20,0
Katwa,2026-07-20,74
Butembo,2026-07-20,31
Beni,2026-07-20,25
Musienene,2026-07-20,5
Kyondo,2026-07-20,5
Oicha,2026-07-20,4
Kalunguta,2026-07-20,1
Masereka,2026-07-20,0
Goma,2026-07-20,0
Vuhovi,2026-07-20,1
Mabalako,2026-07-20,0
Miti-Murhesa,2026-07-20,1
Wamba,2026-07-20,3
Pawa,2026-07-20,3
Boma Mangbetu,2026-07-20,2
Isiro,2026-07-20,2
Makiso-Kisangani,2026-07-20,3
Mangobo,2026-07-20,1
Lubunga,2026-07-20,0
NA,2026-07-20,0
Adja,2026-07-22,1
Aru,2026-07-22,1
Ariwara,2026-07-22,1
Aungba,2026-07-22,4
Bambu,2026-07-22,9
Boga,2026-07-22,1
Bunia,2026-07-22,175
Damas,2026-07-22,8
Drodro,2026-07-22,4
Fataki,2026-07-22,6
Gety,2026-07-22,0
Kambala,2026-07-22,0
Kilo,2026-07-22,11
Komanda,2026-07-22,21
Lita,2026-07-22,58
Logo,2026-07-22,3
Lolwa,2026-07-22,1
Mahagi,2026-07-22,1
Mambasa,2026-07-22,4
Mandima,2026-07-22,9
Mangala,2026-07-22,59
Mongbwalu,2026-07-22,226
Nia-Nia,2026-07-22,41
Nizi,2026-07-22,144
Nyankunde,2026-07-22,30
Rimba,2026-07-22,4
Rwampara,2026-07-22,231
Tchomia,2026-07-22,24
Beni,2026-07-22,29
Butembo,2026-07-22,39
Goma,2026-07-22,0
Kalunguta,2026-07-22,3
Katwa,2026-07-22,77
Kyondo,2026-07-22,7
Mabalako,2026-07-22,0
Masereka,2026-07-22,0
Musienene,2026-07-22,13
Oicha,2026-07-22,3
Vuhovi,2026-07-22,1
Miti-Murhesa,2026-07-22,1
Boma Mangbetu,2026-07-22,2
Isiro,2026-07-22,5
Pawa,2026-07-22,5
Wamba,2026-07-22,3
Lubunga,2026-07-22,0
Makiso-Kisangani,2026-07-22,3
Mangobo,2026-07-22,1
Adja,2026-07-23,1
Aru,2026-07-23,1
Ariwara,2026-07-23,1
Aungba,2026-07-23,4
Bambu,2026-07-23,10
Boga,2026-07-23,1
Bunia,2026-07-23,185
Damas,2026-07-23,8
Drodro,2026-07-23,4
Fataki,2026-07-23,6
Gety,2026-07-23,0
Kambala,2026-07-23,0
Kilo,2026-07-23,11
Komanda,2026-07-23,22
Lita,2026-07-23,59
Logo,2026-07-23,3
Lolwa,2026-07-23,1
Mahagi,2026-07-23,1
Mambasa,2026-07-23,4
Mandima,2026-07-23,9
Mangala,2026-07-23,60
Mongbwalu,2026-07-23,228
Nia-Nia,2026-07-23,43
Nizi,2026-07-23,151
Nyankunde,2026-07-23,30
Rimba,2026-07-23,4
Rwampara,2026-07-23,236
Tchomia,2026-07-23,24
Beni,2026-07-23,29
Butembo,2026-07-23,41
Goma,2026-07-23,0
Kalunguta,2026-07-23,3
Katwa,2026-07-23,85
Kyondo,2026-07-23,7
Mabalako,2026-07-23,0
Masereka,2026-07-23,0
Musienene,2026-07-23,13
Oicha,2026-07-23,3
Vuhovi,2026-07-23,1
Miti-Murhesa,2026-07-23,1
Boma Mangbetu,2026-07-23,2
Isiro,2026-07-23,5
Pawa,2026-07-23,5
Rungu,2026-07-23,0
Wamba,2026-07-23,3
Lubunga,2026-07-23,0
Makiso-Kisangani,2026-07-23,3
Mangobo,2026-07-23,1
Adja,2026-07-25,1
Aru,2026-07-25,4
Ariwara,2026-07-25,1
Aungba,2026-07-25,4
Bambu,2026-07-25,11
Boga,2026-07-25,1
Bunia,2026-07-25,215
Damas,2026-07-25,8
Drodro,2026-07-25,4
Fataki,2026-07-25,6
Gety,2026-07-25,0
Kambala,2026-07-25,0
Kilo,2026-07-25,11
Komanda,2026-07-25,24
Lita,2026-07-25,66
Logo,2026-07-25,3
Lolwa,2026-07-25,1
Mahagi,2026-07-25,1
Mambasa,2026-07-25,4
Mandima,2026-07-25,9
Mangala,2026-07-25,64
Mongbwalu,2026-07-25,237
Nia-Nia,2026-07-25,46
Nizi,2026-07-25,166
Nyankunde,2026-07-25,31
Rimba,2026-07-25,4
Rwampara,2026-07-25,238
Tchomia,2026-07-25,24
Beni,2026-07-25,30
Butembo,2026-07-25,48
Goma,2026-07-25,0
Kalunguta,2026-07-25,3
Katwa,2026-07-25,90
Kyondo,2026-07-25,7
Mabalako,2026-07-25,0
Masereka,2026-07-25,0
Musienene,2026-07-25,14
Oicha,2026-07-25,3
Vuhovi,2026-07-25,1
Miti-Murhesa,2026-07-25,1
Boma Mangbetu,2026-07-25,4
Isiro,2026-07-25,7
Pawa,2026-07-25,5
Rungu,2026-07-25,0
Wamba,2026-07-25,4
Lubunga,2026-07-25,0
Makiso-Kisangani,2026-07-25,3
Mangobo,2026-07-25,1
Adja,2026-07-26,1
Aru,2026-07-26,5
Ariwara,2026-07-26,1
Aungba,2026-07-26,4
Bambu,2026-07-26,11
Boga,2026-07-26,1
Bunia,2026-07-26,220
Damas,2026-07-26,8
Drodro,2026-07-26,5
Fataki,2026-07-26,6
Gety,2026-07-26,0
Kambala,2026-07-26,0
Kilo,2026-07-26,11
Komanda,2026-07-26,24
Lita,2026-07-26,66
Logo,2026-07-26,3
Lolwa,2026-07-26,1
Mahagi,2026-07-26,1
Mambasa,2026-07-26,4
Mandima,2026-07-26,9
Mangala,2026-07-26,64
Mongbwalu,2026-07-26,244
Nia-Nia,2026-07-26,47
Nizi,2026-07-26,171
Nyankunde,2026-07-26,31
Rimba,2026-07-26,4
Rwampara,2026-07-26,241
Tchomia,2026-07-26,24
Beni,2026-07-26,34
Butembo,2026-07-26,49
Goma,2026-07-26,0
Kalunguta,2026-07-26,3
Katwa,2026-07-26,88
Kyondo,2026-07-26,7
Mabalako,2026-07-26,0
Masereka,2026-07-26,0
Musienene,2026-07-26,19
Oicha,2026-07-26,3
Vuhovi,2026-07-26,1
Miti-Murhesa,2026-07-26,1
Boma Mangbetu,2026-07-26,4
Isiro,2026-07-26,7
Pawa,2026-07-26,6
Rungu,2026-07-26,0
Wamba,2026-07-26,4
Lubunga,2026-07-26,0
Makiso-Kisangani,2026-07-26,3
Mangobo,2026-07-26,1
Adja,2026-07-27,1
Aru,2026-07-27,5
Ariwara,2026-07-27,1
Aungba,2026-07-27,4
Bambu,2026-07-27,12
Boga,2026-07-27,1
Bunia,2026-07-27,232
Damas,2026-07-27,8
Drodro,2026-07-27,5
Fataki,2026-07-27,6
Gety,2026-07-27,0
Kambala,2026-07-27,0
Kilo,2026-07-27,11
Komanda,2026-07-27,25
Lita,2026-07-27,67
Logo,2026-07-27,3
Lolwa,2026-07-27,1
Mahagi,2026-07-27,1
Mambasa,2026-07-27,4
Mandima,2026-07-27,12
Mangala,2026-07-27,64
Mongbwalu,2026-07-27,252
Nia-Nia,2026-07-27,48
Nizi,2026-07-27,172
Nyankunde,2026-07-27,31
Rimba,2026-07-27,4
Rwampara,2026-07-27,244
Tchomia,2026-07-27,24
Beni,2026-07-27,37
Butembo,2026-07-27,61
Goma,2026-07-27,0
Kalunguta,2026-07-27,3
Katwa,2026-07-27,91
Kyondo,2026-07-27,7
Mabalako,2026-07-27,0
Masereka,2026-07-27,0
Musienene,2026-07-27,20
Oicha,2026-07-27,3
Vuhovi,2026-07-27,1
Miti-Murhesa,2026-07-27,1
Boma Mangbetu,2026-07-27,4
Isiro,2026-07-27,7
Pawa,2026-07-27,6
Rungu,2026-07-27,0
Wamba,2026-07-27,4
Lubunga,2026-07-27,0
Makiso-Kisangani,2026-07-27,3
Mangobo,2026-07-27,1
Adja,2026-07-30,1
Aru,2026-07-30,5
Ariwara,2026-07-30,2
Aungba,2026-07-30,5
Bambu,2026-07-30,12
Boga,2026-07-30,1
Bunia,2026-07-30,257
Damas,2026-07-30,8
Drodro,2026-07-30,6
Fataki,2026-07-30,12
Gethy,2026-07-30,0
Kambala,2026-07-30,0
Kilo,2026-07-30,11
Komanda,2026-07-30,25
Lita,2026-07-30,75
Logo,2026-07-30,3
Lolwa,2026-07-30,2
Mahagi,2026-07-30,1
Mambasa,2026-07-30,6
Mandima,2026-07-30,12
Mangala,2026-07-30,64
Mongbwalu,2026-07-30,258
Nia-Nia,2026-07-30,50
Nizi,2026-07-30,179
Nyankunde,2026-07-30,31
Rimba,2026-07-30,4
Rwampara,2026-07-30,257
Tchomia,2026-07-30,24
Beni,2026-07-30,41
Butembo,2026-07-30,64
Goma,2026-07-30,0
Kalunguta,2026-07-30,3
Katwa,2026-07-30,100
Kyondo,2026-07-30,8
